animal_id,animal_type,breed,color,date_of_birth,date_of_outcome,name,outcome_subtype,outcome_type,sex_upon_outcome,location_lat,location_long
A683772,Cat,Domestic Shorthair Mix,Blue,2014-05-24,2014-07-24,Vesper,,Adoption,Spayed Female,30.67684199,-97.42602781
A683732,Cat,Domestic Shorthair Mix,Blue,2014-06-23,2014-07-25,,Partner,Transfer,Intact Male,30.4500563,-97.31296492
A746727,Bird,Parakeet,Blue/Black,2016-04-08,2017-04-12,,,Adoption,Unknown,30.41089405,-97.42994428
A704775,Cat,Domestic Shorthair Mix,Black/White,2012-06-09,2015-06-09,,Suffering,Euthanasia,Intact Male,30.64516349,-97.36804844
A685162,Cat,Domestic Shorthair Mix,White/Black,2014-07-27,2014-08-10,*Maple,Partner,Transfer,Unknown,30.2862903,-97.73228434
A739084,Dog,German Shepherd Mix,Sable,2013-11-27,2017-01-24,*Franklin,Partner,Transfer,Neutered Male,30.71850842,-97.69688212
A745133,Dog,Chihuahua Shorthair Mix,Tan,2016-03-13,2017-03-24,*Magic,Partner,Transfer,Neutered Male,30.73886105,-97.59445353
A707771,Dog,English Bulldog Mix,White,2013-07-17,2015-07-21,,,Adoption,Spayed Female,30.65660395,-97.42442342
A683713,Cat,Domestic Shorthair Mix,Blue/White,2012-07-14,2014-07-25,Harvey,,Return to Owner,Neutered Male,30.364224,-97.28705218
A678616,Dog,Miniature Schnauzer Mix,Black,2012-05-10,2014-05-17,Chavez,,Return to Owner,Neutered Male,30.32552955,-97.59921356
A725523,Cat,Domestic Shorthair Mix,Black,2015-04-30,2016-07-04,*Liza,,Adoption,Spayed Female,30.30434873,-97.42430272
A713092,Dog,Great Pyrenees Mix,White,2014-10-02,2015-10-02,Justice,,Return to Owner,Intact Male,30.40686297,-97.34419348
A700479,Dog,Labrador Retriever,Brown/White,2015-03-03,2015-05-03,Quinn,Offsite,Adoption,Spayed Female,30.29411633,-97.67601758
A669293,Dog,Newfoundland/Labrador Retriever,Black/Brown,2009-12-18,2013-12-23,*Mini Mouse,,Adoption,Spayed Female,30.6825073,-97.70543171
A674318,Dog,Dachshund Mix,Brown,2007-03-11,2014-03-15,,Partner,Transfer,Neutered Male,30.69448149,-97.2873613
A710979,Cat,Domestic Shorthair Mix,Brown Tabby,2015-05-01,2015-09-01,,SCRP,Transfer,Intact Male,30.7647895,-97.71132696
A756473,Dog,Labrador Retriever/Doberman Pinsch,Tan,2017-06-28,2017-08-24,,,Adoption,Spayed Female,30.71246927,-97.53664467
A739400,Dog,Chihuahua Shorthair Mix,Tan/Black,2015-12-02,2016-12-06,,,Adoption,Spayed Female,30.42888285,-97.69831911
A725712,Dog,Pit Bull Mix,Tan/White,2013-05-02,2016-08-08,Jax (Obi),,Adoption,Neutered Male,30.47596398,-97.37729196
A742470,Dog,Labrador Retriever Mix,Black,2016-01-22,2017-01-22,Saydi,,Return to Owner,Spayed Female,30.30180857,-97.47588017
A705883,Cat,Domestic Shorthair Mix,Blue,2015-04-22,2015-06-24,,In Surgery,Died,Neutered Male,30.39448927,-97.3897709
A699354,Dog,Australian Shepherd Mix,Tricolor,2015-01-26,2015-03-30,Nica,,Adoption,Spayed Female,30.35419139,-97.37599288
A730620,Cat,Domestic Shorthair Mix,Calico,2016-05-18,2016-09-24,*Lorna,Partner,Transfer,Spayed Female,30.66644724,-97.46008887
A721048,Dog,Catahoula Mix,Blue Merle/White,2013-02-20,2016-04-13,*Henry,,Adoption,Neutered Male,30.68414839,-97.24626161
A563400,Cat,Domestic Shorthair Mix,Orange Tabby,2008-09-22,2014-02-26,Heater,,Return to Owner,Neutered Male,30.40364493,-97.68919459
A695917,Dog,Chihuahua Shorthair/Dachshund,Black/White,2014-11-30,2015-01-31,Indiana,,Adoption,Spayed Female,30.75335084,-97.62298629
A707629,Dog,Labrador Retriever Mix,Black/White,2015-04-30,2015-07-24,Zeus,,Adoption,Neutered Male,30.36220043,-97.58015871
A733070,Other,Bat Mix,Brown,2015-08-16,2016-08-17,,Rabies Risk,Euthanasia,Unknown,30.73074219,-97.42561202
A716060,Dog,American Eskimo Mix,Cream,2013-11-13,2015-11-19,*Sprite,,Adoption,Neutered Male,30.37252134,-97.26332869
A688599,Cat,Domestic Shorthair Mix,Tortie,2014-08-30,2014-09-21,,Partner,Transfer,Intact Female,30.28095545,-97.30651955
A673750,Other,Bat,Brown/Black,2014-02-01,2014-03-01,,Rabies Risk,Euthanasia,Unknown,30.70327831,-97.49862843
A658628,Dog,Labrador Retriever/Smooth Fox Terrier,Brown/White,2010-07-12,2017-04-28,Oso,,Adoption,Neutered Male,30.45035939,-97.2672867
A729012,Cat,Domestic Shorthair Mix,Blue,2016-04-12,2016-06-29,,,Adoption,Neutered Male,30.44365304,-97.30581666
A708567,Cat,Domestic Shorthair Mix,Black/White,2015-06-30,2015-08-02,*Jack,Partner,Transfer,Intact Male,30.4906349,-97.42015505
A607074,Dog,Pointer/Pit Bull,White/Brown,2011-05-23,2013-10-27,Nala,Aggressive,Euthanasia,Spayed Female,30.36870654,-97.56269358
A690493,Dog,Chihuahua Shorthair Mix,Yellow/White,2012-10-21,2014-10-26,,Partner,Transfer,Spayed Female,30.73003692,-97.70158444
A664336,Cat,Domestic Shorthair Mix,Calico,2013-07-17,2013-10-08,,,Adoption,Spayed Female,30.47752708,-97.6797882
A719782,Dog,Border Collie,Chocolate/White,2015-11-14,2016-01-29,Max,,Adoption,Neutered Male,30.6362251,-97.73879522
A618657,Dog,Pit Bull Mix,Tan/White,2008-01-17,2014-12-20,Rodney,,Adoption,Neutered Male,30.60775877,-97.3206238
A696205,Cat,Domestic Shorthair Mix,Black,2013-01-31,2015-02-11,Roo,,Adoption,Spayed Female,30.69177856,-97.70824061
A734710,Bird,Chicken Mix,Gray/Tan,2013-09-11,2016-09-11,Tammy Wynett,Suffering,Euthanasia,Intact Female,30.34955017,-97.41460548
A720243,Dog,Pit Bull Mix,Brown Brindle/White,2014-02-05,2016-05-17,Bobe,,Adoption,Neutered Male,30.48593961,-97.72560037
A742314,Dog,Labrador Retriever/Beagle,Black,2015-11-19,2017-01-22,Bearry,,Adoption,Neutered Male,30.3556032,-97.61210139
A750047,Cat,Domestic Shorthair Mix,Orange Tabby,2017-05-02,2017-07-18,*Tostada,Foster,Adoption,Neutered Male,30.59439871,-97.29968683
A761611,Cat,Domestic Shorthair Mix,Brown Tabby,2012-11-07,2017-11-11,,Snr,Transfer,Intact Female,30.73858091,-97.31919194
A685989,Cat,Domestic Shorthair Mix,Black,2014-06-19,2014-09-08,,,Adoption,Spayed Female,30.55650349,-97.6956237
A759537,Cat,Domestic Shorthair Mix,Brown Tabby/White,2011-10-03,2017-10-04,,,Return to Owner,Neutered Male,30.60496937,-97.26260555
A753015,Cat,Domestic Shorthair Mix,White/Black,2016-10-30,2017-07-04,,Snr,Transfer,Intact Male,30.72045266,-97.30804709
A674348,Cat,Domestic Shorthair Mix,Calico,2013-09-11,2014-03-13,,SCRP,Transfer,Intact Female,30.52372499,-97.24854739
A744141,Dog,Great Dane/Labrador Retriever,Black/White,2015-02-23,2017-02-26,*Timber,,Adoption,Neutered Male,30.48308638,-97.2896876
A613961,Dog,Miniature Poodle,White,2011-07-15,2016-08-11,Rufus,,Adoption,Neutered Male,30.37169643,-97.73474712
A690521,Other,Bat Mix,Brown,2014-04-21,2014-10-21,,,Euthanasia,Unknown,30.73954459,-97.34519057
A700379,Other,Bat,Brown,2014-10-12,2015-04-12,,Rabies Risk,Euthanasia,Unknown,30.35785465,-97.31571059
A753517,Dog,Chihuahua Shorthair Mix,Tan,2015-07-07,2017-07-08,Kiwi,,Return to Owner,Intact Female,30.5965618,-97.37147902
A680989,Dog,Chihuahua Shorthair Mix,Brown/Tan,2013-06-11,2014-07-16,Ginger,Foster,Adoption,Intact Female,30.51229267,-97.39185635
A722362,Dog,German Shepherd/Labrador Retriever,Tan/White,2015-08-25,2016-03-25,Brisket,,Return to Owner,Intact Male,30.52883188,-97.64076473
A704072,Cat,Domestic Shorthair Mix,Blue/White,2015-05-08,2015-06-01,,Partner,Transfer,Intact Male,30.30398624,-97.56466867
A684898,Cat,Domestic Shorthair Mix,Blue Tabby,2013-07-30,2014-08-06,*Izy,,Adoption,Spayed Female,30.76645832,-97.48261062
A710467,Cat,Domestic Shorthair Mix,Tortie,2015-08-08,2015-08-23,,Partner,Transfer,Unknown,30.7136279,-97.67141606
A684622,Cat,Domestic Shorthair Mix,Black,2014-07-04,2014-07-26,,Partner,Transfer,Intact Male,30.47330024,-97.50470243
A734079,Cat,Maine Coon Mix,Brown Tabby,2016-03-01,2016-09-11,Sassy,,Adoption,Spayed Female,30.57571459,-97.29067188
A692246,Cat,Domestic Shorthair Mix,Black,2014-08-02,2014-12-04,Alexis,Partner,Transfer,Spayed Female,30.70422524,-97.37564469
A675303,Dog,Pit Bull Mix,Blue,2013-08-26,2014-04-01,,,Adoption,Neutered Male,30.47584909,-97.27688225
A704754,Cat,Domestic Shorthair Mix,Black,2015-05-01,2015-07-18,Arthur,Foster,Adoption,Neutered Male,30.60840604,-97.68021833
A705391,Dog,Cocker Spaniel Mix,Black/White,2007-06-19,2015-06-28,,,Adoption,Neutered Male,30.47409318,-97.70825648
A711823,Cat,Domestic Shorthair Mix,Orange Tabby,2015-08-08,2015-11-10,*Beau,Foster,Adoption,Neutered Male,30.54285879,-97.26094287
A681547,Dog,Brittany Mix,White/Red,2006-06-18,2014-06-18,Roscoe,,Return to Owner,Intact Male,30.35931481,-97.26269286
A741464,Cat,Domestic Shorthair Mix,Brown Tabby,2016-11-02,2017-01-07,,,Adoption,Spayed Female,30.49576078,-97.32928734
A708396,Dog,Pit Bull Mix,Black/White,2014-07-27,2015-08-09,Camshaft,,Adoption,Intact Female,30.35868839,-97.43660315
A757230,Dog,Beagle Mix,Brown/White,2017-06-19,2017-09-04,,,Adoption,Neutered Male,30.3708664,-97.44928109
A681181,Dog,Pit Bull Mix,Brown,2009-06-13,2014-06-24,Lucky,,Return to Owner,Neutered Male,30.58696334,-97.43507408
A739187,Dog,Miniature Poodle Mix,White,2015-11-29,2016-12-04,,,Adoption,Neutered Male,30.63348966,-97.46929795
A698462,Dog,Labrador Retriever Mix,Yellow/White,2008-03-12,2015-03-15,Rex,,Return to Owner,Intact Male,30.61974687,-97.60275144
A674381,Dog,German Shepherd/Pit Bull,Brown,2012-03-12,2014-03-14,Ruilo,,Return to Owner,Neutered Male,30.66879636,-97.70985017
A711392,Dog,English Foxhound,Buff,2015-07-06,2015-09-08,*Molly,Partner,Transfer,Intact Female,30.41987002,-97.38595017
A734223,Other,Rabbit Sh Mix,Black,2016-07-03,2016-12-11,*Espresso,,Adoption,Spayed Female,30.65206245,-97.33853225
A686256,Dog,German Shepherd Mix,Sable,2011-08-19,2014-09-05,*Oscar,,Adoption,Neutered Male,30.76272147,-97.32155314
A758896,Dog,Labrador Retriever Mix,Brown/White,2017-07-23,2017-09-29,Pumpkin,,Adoption,Neutered Male,30.51247952,-97.32441192
A681280,Other,Bat,Orange,2013-06-14,2014-06-14,,Rabies Risk,Euthanasia,Unknown,30.40988278,-97.54479708
A671210,Other,Skunk Mix,Black/White,2013-09-21,2014-01-21,,Rabies Risk,Euthanasia,Unknown,30.74067424,-97.27462514
A675064,Dog,Pit Bull Mix,Tan/White,2012-03-22,2014-08-02,*Zoe,Partner,Transfer,Spayed Female,30.6453934,-97.6661263
A703505,Cat,Domestic Shorthair Mix,Brown Tabby,2013-05-25,2015-05-25,,Suffering,Euthanasia,Intact Male,30.37129184,-97.39365133
A704004,Dog,Anatol Shepherd Mix,White/Tan,2006-06-06,2015-06-06,Jack,,Return to Owner,Neutered Male,30.43468495,-97.64311463
A689919,Cat,Domestic Shorthair Mix,Black,2013-10-11,2014-10-12,,SCRP,Transfer,Unknown,30.38476772,-97.374915
A751603,Cat,Snowshoe Mix,Lilac Point/White,2017-04-25,2017-06-25,,Partner,Transfer,Intact Female,30.73386158,-97.51728568
A699447,Other,Bat Mix,Gray,2014-09-27,2015-03-27,,,Died,Unknown,30.51262498,-97.45881539
A752602,Dog,Yorkshire Terrier Mix,White,2016-06-24,2017-06-26,Chavito,,Return to Owner,Intact Male,30.34884088,-97.33443727
A635818,Dog,Dachshund Mix,Black/Tan,2009-08-28,2014-03-04,Oscar,,Return to Owner,Neutered Male,30.67963256,-97.57388694
A750378,Other,Lionhead Mix,Gray/Black,2015-05-26,2017-06-29,*Anise,,Adoption,Spayed Female,30.55675814,-97.36478182
A737824,Other,Snake Mix,Brown/Black,2015-11-05,2016-11-11,Kaa,,Return to Owner,Unknown,30.47182178,-97.41840703
A730477,Dog,Labrador Retriever/Labrador Retriever,Brown,2011-07-05,2016-07-20,Justice,,Return to Owner,Neutered Male,30.53128297,-97.42417027
A738936,Dog,Pit Bull Mix,White/Tan,2015-11-23,2017-03-22,Isabella Eve,,Adoption,Spayed Female,30.44202538,-97.31551942
A697131,Dog,Boxer,Tan,2007-02-19,2015-04-28,Charlotte,,Adoption,Spayed Female,30.47262612,-97.28407235
A736910,Cat,Domestic Shorthair Mix,Orange Tabby/White,2015-10-19,2016-10-31,,Partner,Transfer,Spayed Female,30.31029187,-97.64969267
A747433,Dog,Labrador Retriever Mix,Cream,2016-11-04,2017-04-23,,,Adoption,Spayed Female,30.75442117,-97.59797084
A737258,Dog,Labrador Retriever Mix,Black/White,2016-08-24,2016-10-29,Maggie,,Adoption,Spayed Female,30.3015327,-97.54714192
A745760,Dog,Dachshund Mix,Brown/White,2011-03-23,2017-08-23,Spike,,Adoption,Neutered Male,30.60983181,-97.50830628
A707269,Cat,Domestic Shorthair Mix,Brown Tabby,2010-07-10,2015-07-10,,Suffering,Euthanasia,Unknown,30.48215169,-97.54204288
A702737,Cat,Snowshoe Mix,Blue Point/White,2015-04-17,2015-05-18,Baylee,Partner,Transfer,Intact Male,30.67620831,-97.68020189
A693027,Cat,Domestic Shorthair Mix,Brown Tabby/White,2014-05-30,2014-12-01,,SCRP,Transfer,Intact Female,30.41912478,-97.42469333
A687186,Other,Bat Mix,Brown,2014-03-01,2014-09-02,,,Disposal,Unknown,30.34977854,-97.28816643
A621534,Dog,Staffordshire Mix,Blue/White,2010-09-08,2014-12-04,Diamond,,Return to Owner,Spayed Female,30.66828903,-97.68370759
A719873,Cat,Domestic Shorthair Mix,Blue/White,2016-01-08,2016-04-02,,Foster,Adoption,Neutered Male,30.73328218,-97.40171931
A690234,Dog,Chihuahua Shorthair/Dachshund,Chocolate/Tan,2013-11-17,2016-05-23,Hershey,,Return to Owner,Neutered Male,30.42497495,-97.36102292
A736652,Cat,Domestic Shorthair Mix,Calico,2006-10-14,2016-10-22,Little Bit,,Adoption,Spayed Female,30.4971849,-97.55931944
A693798,Dog,Labrador Retriever Mix,Brown/White,2014-12-13,2015-02-07,Jupiter,,Adoption,Neutered Male,30.37267572,-97.388246
A713460,Dog,German Shepherd Mix,Black/Brown,2015-08-23,2015-10-11,,Partner,Transfer,Intact Male,30.54111312,-97.56752894
A751540,Cat,Domestic Medium Hair Mix,Black,2017-04-09,2017-06-18,Dracula,,Adoption,Neutered Male,30.54303566,-97.34095504
A755680,Other,Bat Mix,Brown,2014-08-07,2017-08-07,,Rabies Risk,Euthanasia,Unknown,30.41868537,-97.28344545
A706894,Dog,Chihuahua Shorthair Mix,Black/Tan,2010-07-05,2015-07-10,Fargo,,Adoption,Spayed Female,30.66343563,-97.64761097
A714548,Dog,Yorkshire Terrier Mix,Black/Red,2014-08-25,2015-10-27,Willie,,Return to Owner,Intact Male,30.4731371,-97.72879289
A574020,Dog,Smooth Fox Terrier Mix,Tricolor,2005-05-19,2013-10-26,Petey,,Adoption,Neutered Male,30.29593017,-97.38495947
A686906,Other,Rabbit Sh Mix,Black,2014-02-28,2014-08-31,,Partner,Transfer,Unknown,30.75476502,-97.46447092
A749254,Dog,Labrador Retriever Mix,Yellow,2016-12-12,2017-05-16,Penny,,Adoption,Spayed Female,30.58735958,-97.39830063
A690021,Cat,Domestic Shorthair,Blue/White,2013-11-13,2015-02-24,Cody,Foster,Adoption,Neutered Male,30.40194244,-97.42902131
A719925,Dog,Labrador Retriever Mix,Brown,2015-01-30,2016-02-14,*Teacup,,Adoption,Spayed Female,30.33026826,-97.40875851
A679445,Cat,Domestic Shorthair Mix,Calico,2014-05-06,2014-05-21,,Partner,Transfer,Intact Female,30.3907503,-97.38622263
A763898,Dog,Pit Bull Mix,White/Brown,2014-04-29,2017-12-25,Cane,,Return to Owner,Neutered Male,30.32997083,-97.50569826
A688085,Dog,Miniature Poodle Mix,White,2004-09-14,2014-09-14,Gina,,Return to Owner,Spayed Female,30.33024861,-97.57294595
A731155,Cat,Domestic Shorthair Mix,Black/White,2016-05-15,2016-09-07,*James,,Adoption,Neutered Male,30.55566589,-97.30761721
A691973,Cat,Domestic Shorthair Mix,Gray Tabby/White,2014-08-29,2014-11-17,*Gracie Lou,,Adoption,Spayed Female,30.51185288,-97.61292064
A700443,Cat,Domestic Shorthair Mix,Black/White,2015-04-11,2015-04-13,,Partner,Transfer,Intact Female,30.49746116,-97.5801601
A667113,Cat,Domestic Shorthair Mix,Black/White,2010-11-12,2013-11-14,Simon,,Return to Owner,Neutered Male,30.41229354,-97.60749338
A703902,Dog,Miniature Schnauzer,Silver,2012-05-30,2015-06-05,*Rufus,Partner,Transfer,Neutered Male,30.75929566,-97.64016853
A693985,Dog,Basenji/Jack Russell Terrier,White/Brown,2013-12-18,2014-12-22,Max,,Adoption,Neutered Male,30.63408091,-97.34028676
A664265,Cat,Domestic Shorthair Mix,Brown Tabby,2013-07-17,2013-10-12,*Dixon,,Adoption,Neutered Male,30.57501292,-97.61790446
A500002,Dog,Labrador Retriever/Boxer,Black/White,2007-06-16,2014-07-12,Bruce Lee,Aggressive,Euthanasia,Intact Male,30.31811968,-97.69677203
A660074,Dog,American Bulldog Mix,White/Tan,2012-02-05,2013-12-16,Hank,Partner,Transfer,Neutered Male,30.71709355,-97.26274994
A690968,Cat,Himalayan Mix,Tortie Point,2014-09-28,2014-12-12,*Eleanor,Foster,Adoption,Spayed Female,30.34396446,-97.58294916
A731922,Dog,Toy Poodle Mix,Silver/Gray,2002-07-29,2016-08-03,,Suffering,Euthanasia,Intact Female,30.54341044,-97.33096737
A714186,Cat,Domestic Shorthair Mix,Orange Tabby,2015-07-04,2015-11-16,Fergus,,Adoption,Neutered Male,30.32143377,-97.30635614
A733209,Cat,Domestic Shorthair Mix,Orange Tabby,2016-07-11,2016-08-19,,Partner,Transfer,Unknown,30.7586448,-97.31713413
A724377,Cat,Domestic Shorthair Mix,Black,2015-04-16,2016-05-09,*Flo,,Return to Owner,Spayed Female,30.31667019,-97.27950956
A743987,Cat,Domestic Medium Hair Mix,Black/White,2005-02-21,2017-02-23,Elvis,Partner,Transfer,Spayed Female,30.43425188,-97.38281031
A691935,Dog,Pit Bull Mix,Brown/White,2011-11-12,2014-12-09,Bruno,Partner,Transfer,Neutered Male,30.71987385,-97.68031024
A698832,Dog,Labrador Retriever Mix,Brown,2012-10-18,2015-03-25,Stella,,Return to Owner,Spayed Female,30.75322145,-97.53365798
A568123,Dog,Chihuahua Shorthair Mix,Black/Tan,2009-12-29,2015-08-26,Miley,,Return to Owner,Neutered Male,30.59420463,-97.57084378
A715897,Cat,Domestic Shorthair Mix,Brown Tabby/White,2014-05-12,2015-11-15,,SCRP,Transfer,Intact Male,30.52386107,-97.31624517
A708470,Cat,Domestic Shorthair Mix,Orange Tabby,2015-05-13,2015-08-01,Butter,,Adoption,Neutered Male,30.57494447,-97.40936016
A711088,Cat,Domestic Shorthair Mix,White/Black,2015-08-10,2015-09-01,,Partner,Transfer,Intact Female,30.49609862,-97.57321968
A746463,Dog,Basset Hound Mix,White/Tan,2017-01-27,2017-10-07,Spots,,Adoption,Neutered Male,30.4265018,-97.63291226
A713868,Cat,Domestic Shorthair Mix,Brown Tabby/White,2013-10-14,2015-11-04,Miss,Partner,Transfer,Spayed Female,30.41376549,-97.71940581
A729378,Cat,Domestic Shorthair Mix,Calico,2016-05-17,2016-08-11,*Daisy,Foster,Adoption,Spayed Female,30.42476054,-97.37888678
A756985,Cat,Domestic Shorthair Mix,Black,2017-06-28,2017-09-01,*Delroy,Partner,Transfer,Intact Male,30.682264,-97.41810562
A662278,Cat,Domestic Shorthair Mix,Black,2013-08-01,2013-11-04,*Honeybear,Foster,Adoption,Spayed Female,30.35887242,-97.34076428
A736394,Dog,Pit Bull Mix,Tan/White,2014-10-10,2017-01-20,*Dozer,Foster,Adoption,Neutered Male,30.3632796,-97.38261536
A710013,Cat,Domestic Shorthair Mix,White/Gray,2012-08-16,2015-08-17,*Loverboy,SCRP,Transfer,Neutered Male,30.59655669,-97.51811117
A741329,Dog,Bull Terrier,White/Black,2015-12-31,2017-03-22,Spot,Partner,Transfer,Neutered Male,30.64781866,-97.64964909
A710957,Cat,Domestic Shorthair Mix,Black,2015-07-15,2015-10-26,Bruce,,Adoption,Neutered Male,30.3587338,-97.49679599
A714375,Cat,Domestic Medium Hair Mix,Orange Tabby,2015-09-22,2015-12-12,*Luke,Foster,Adoption,Neutered Male,30.47505113,-97.46994324
A663921,Dog,Labrador Retriever/German Shepherd,Black,2012-09-26,2013-10-11,*Collins,Partner,Transfer,Spayed Female,30.54395384,-97.50144893
A660611,Dog,Pit Bull Mix,Black/White,2010-08-09,2013-10-09,*Cookie,,Adoption,Spayed Female,30.54654087,-97.40741873
A672154,Other,Raccoon Mix,Black/Brown,2013-02-05,2014-02-05,,Suffering,Euthanasia,Unknown,30.68857836,-97.46667518
A721823,Dog,Labrador Retriever Mix,Black,2014-03-05,2016-03-05,Charlie,,Return to Owner,Neutered Male,30.44152015,-97.28444987
A750076,Cat,Domestic Shorthair Mix,White/Black,2017-03-23,2017-05-27,,,Adoption,Intact Male,30.60656042,-97.44053626
A731468,Cat,Domestic Shorthair Mix,Black,2016-04-22,2016-08-13,*Geronimo,Partner,Transfer,Neutered Male,30.29769926,-97.30217312
A753445,Cat,Domestic Shorthair Mix,Brown Tabby,2017-06-26,2017-07-06,,Partner,Transfer,Intact Female,30.63263734,-97.47511364
A682886,Dog,Labrador Retriever/Pit Bull,Black/White,2014-04-20,2014-07-08,Tyson,,Adoption,Neutered Male,30.65660476,-97.63237145
A710862,Cat,Domestic Shorthair Mix,Brown Tabby,2014-08-29,2015-09-01,Clyde,Partner,Transfer,Neutered Male,30.33784733,-97.70700026
A690850,Dog,Irish Setter/Pit Bull,Black,2014-09-12,2014-10-27,Blackie,Partner,Transfer,Intact Male,30.45053694,-97.28365773
A704740,Dog,Norfolk Terrier Mix,Tan,2013-06-08,2015-07-24,Benji,,Return to Owner,Neutered Male,30.37180708,-97.5479845
A700690,Dog,Labrador Retriever/Great Dane,Black/White,2014-10-18,2015-04-26,Lucy,,Adoption,Spayed Female,30.61162064,-97.51199533
A759424,Dog,Labrador Retriever Mix,Black,2016-10-01,2017-10-02,Charlie,Partner,Transfer,Intact Male,30.57346856,-97.34049929
A754825,Cat,Domestic Shorthair Mix,Black,2017-05-31,2017-07-31,Jon Snow,,Adoption,Intact Male,30.55500892,-97.35683279
A722914,Cat,Domestic Shorthair Mix,Black,2013-03-24,2016-03-25,Ninja,,Return to Owner,Neutered Male,30.58265341,-97.40142352
A713942,Cat,Domestic Shorthair Mix,Black/White,2015-09-30,2015-10-16,,Partner,Transfer,Intact Female,30.40270963,-97.46577643
A732192,Cat,Domestic Shorthair Mix,Brown Tabby,2016-07-09,2016-10-11,*Becky,Foster,Adoption,Spayed Female,30.3944159,-97.71117547
A667325,Cat,Domestic Shorthair Mix,Black,2013-09-05,2013-11-22,*Nikki,SCRP,Transfer,Intact Female,30.64004649,-97.60736088
A731692,Dog,Staffordshire Mix,Black/White,2015-07-26,2017-01-28,Maddie,,Adoption,Spayed Female,30.5633017,-97.46137527
A682147,Dog,Pit Bull Mix,Black/White,2014-03-24,2014-06-28,Lady,,Adoption,Spayed Female,30.29590026,-97.29023336
A704508,Cat,Domestic Shorthair Mix,Blue,2013-06-05,2015-06-06,,Suffering,Euthanasia,Intact Male,30.58211348,-97.32578234
A681769,Dog,American Pit Bull Terrier Mix,White,2008-06-20,2015-12-06,Pixie,,Adoption,Spayed Female,30.3437009,-97.55329476
A683412,Cat,Siamese Mix,Flame Point,2014-05-10,2014-07-14,Olaf,,Adoption,Intact Male,30.44250871,-97.47286842
A724199,Dog,German Shepherd Mix,Sable,2014-10-13,2016-04-19,*Rolf,,Adoption,Neutered Male,30.54955511,-97.70797526
